senhJorth0,senhJorth1,senhJorth2,senhJorth3,senhJorth4,senhJorth5,senhJorth6,senhJorth7,senhJorth8,senhJorth9,senhJorth10,senhJorth11,senhJorth12,senhJorth13,senhJorth14,senhJorth15,senhJorth16,senhJorth17,senhJorth18,senhJorth19,senhJorth20,senhJorth21,senhJorth22,senhJorth23,senhJorth24,senhJorth25,senhJorth26,senhJorth27,senhJorth28,senhJorth29,senhJorth30,senhJorth31,senhJorth32,senhJorth33,senhJorth34,senhJorth35,senhJorth36,senhJorth37,senhJorth38,senhJorth39
"(0.009362270837768954, 141.69455862743098)","(0.009597270426060615, 131.73372862026693)","(0.006530273221972265, 156.9469085241438)","(0.005696536634867163, 194.89472196860007)","(0.007002548411090459, 171.38966566024723)","(0.006924691753575671, 142.41728019419344)","(0.007372529588893031, 138.14923488891088)","(0.005597943121708593, 194.02078515203016)","(0.006452853410923923, 159.91971394027792)","(0.005631483223833514, 179.70937880255204)","(0.005588311290401008, 184.84444760715547)","(0.006045803132354604, 166.22562059189246)","(0.007417600586731505, 130.62346826495826)","(0.0073225992698157496, 157.56855240971282)","(0.007795451835595482, 131.5313335724512)","(0.005789323282030415, 166.35177265277343)","(0.006741573562991314, 169.81334615141546)","(0.005894657560187446, 178.55065382673737)","(0.005848140469140369, 164.6646780266942)","(0.007531739435208396, 132.51655449645781)","(0.005803038590189735, 180.9309035725304)","(0.00619715347097182, 169.81164196866288)","(0.007308252739844142, 127.9220579552223)","(0.005825954056978885, 176.12724059515386)","(0.008023998458256278, 126.80101725392164)","(0.005619801097126761, 186.0170979294384)","(0.007288831636201262, 137.24555940011638)","(0.0056402611377029425, 176.48237010066651)","(0.007270388362947503, 129.0638198716683)","(0.00751377111583746, 131.59370464057295)","(0.007291058801536122, 128.2722840874793)","(0.006618482083514114, 149.8914389812906)","(0.001244026280901203, 1328.6010350173424)","(0.000605168895495523, 2420.6250034730233)","(0.001739279231531922, 999.11068304722)","(0.0007255919460639725, 2007.1448898632113)","(0.002309189776944396, 767.7945226256194)","(0.0029241298708722065, 573.7140210885477)","(0.0023250714096159997, 715.4477629547449)","(0.0019636444689757502, 828.4220564920777)"
"(0.009727633306920369, 136.51121011179475)","(0.010136499095456813, 126.51679583181424)","(0.006896296468737134, 162.62489053016841)","(0.006570499714429913, 193.49488976789655)","(0.006430183979843729, 185.13577928349414)","(0.007316960652011824, 140.9458490348689)","(0.0074672926360032695, 137.64873477709668)","(0.005987751907864604, 203.5954075175863)","(0.006632435692337298, 161.0270645142702)","(0.00617524967123867, 189.73055215587706)","(0.006265573175326443, 189.69523041556775)","(0.006702281142073892, 168.66071476515032)","(0.007712412084266134, 127.36317806369881)","(0.007591264796589766, 157.77207651847797)","(0.007749786832009646, 132.57210443454667)","(0.0061524336558351714, 179.9224962359413)","(0.00752337784477766, 162.12593133656858)","(0.006532438345187689, 183.1004319730146)","(0.006170571976399796, 177.38479158861324)","(0.007965856499516033, 129.9478854693152)","(0.006198903865446163, 187.60494075187458)","(0.006272231351377866, 174.92762973084785)","(0.007571007164306252, 125.55343620488134)","(0.006285921006483701, 185.45221094361304)","(0.008185437048025794, 122.82396269063464)","(0.006289891133325789, 191.99923061164347)","(0.007336768849203803, 137.45975333510322)","(0.006043088155091957, 191.83438783200688)","(0.007314411575266536, 129.71940855884134)","(0.0077150707281663095, 130.26416639602422)","(0.007261769518707723, 126.97967484621446)","(0.006805124801408252, 151.5755114258145)","(0.0003713423374976047, 4665.55571799331)","(0.0012724666863964194, 1236.0542285266672)","(0.0019370238358937329, 916.266068763779)","(0.0008435852977480326, 1706.6177595092224)","(0.0009926521453973553, 1823.2091344999806)","(0.000653004813136039, 2645.519164565108)","(0.000782618057882927, 2195.8191264977627)","(0.0015386502198851094, 1066.4522445464195)"
"(0.011057368189065603, 126.2136413940183)","(0.011769753337411025, 117.19132153177439)","(0.007481288357298225, 162.00696785446118)","(0.006140199875995664, 197.34375466403964)","(0.007643001379814487, 172.33298372274012)","(0.006830097227224978, 155.67586774686256)","(0.007624890735357239, 144.91332229990894)","(0.005986749632307701, 201.0172753383072)","(0.006848215657335417, 172.19471919592598)","(0.005755175250544097, 196.06347153993423)","(0.005864577124279209, 196.7317461228451)","(0.0060420129463248295, 184.65714728726817)","(0.008301384417530923, 134.3121534879272)","(0.008000201759338394, 158.7834745009966)","(0.008640115094478028, 136.18036131981953)","(0.005882178056378405, 187.56045836092204)","(0.006390729957602782, 186.27356191870982)","(0.006326724438912665, 189.57127780631566)","(0.005855676367920431, 182.90407982296847)","(0.008884097231637637, 133.5049089799009)","(0.006166961662747126, 191.81723724574624)","(0.006363822025540081, 181.83225041479332)","(0.0076140830017187855, 132.3698868280477)","(0.0058455162984802625, 191.9405420443503)","(0.008972030282383981, 127.33717076147948)","(0.006766983017559881, 188.68851399142443)","(0.009431639517205426, 138.71948472047137)","(0.005758117826862032, 195.44747355044817)","(0.007736853937503297, 136.8256494259787)","(0.010299412605799503, 128.22059979501924)","(0.007628929315800042, 135.1924793322211)","(0.006978021249236548, 159.7883008353912)","(0.0008632321179152134, 1991.4609021073813)","(0.0006412822880786662, 2354.4580754528943)","(0.00029894930830580576, 5829.416629849765)","(0.0008516614692478038, 1813.1428784327175)","(0.0008266364090467027, 2169.43228013918)","(0.0026606546890264645, 684.1091256352161)","(0.001569498405342256, 1158.9020834206442)","(0.002117303102017541, 828.2616694879879)"
"(0.0091471745252151, 145.01578804432978)","(0.009804467015720696, 129.19127682881359)","(0.006914897491283551, 155.24064400268574)","(0.006093662412169926, 190.69359194253042)","(0.007333640618281434, 168.82991681925668)","(0.007326747880097848, 140.59371472421827)","(0.007720105963888365, 134.77642198579156)","(0.0059119365065260065, 189.17580190985996)","(0.006801921245047328, 155.6581359825563)","(0.006084269526638252, 177.7324121076565)","(0.006087482592123963, 179.48043679879854)","(0.006418891781152479, 167.26563125440617)","(0.007964156979256959, 130.9999104990502)","(0.006964886351070266, 169.01622279716574)","(0.00831817442730379, 135.36521468078269)","(0.00613239297323859, 171.175390875231)","(0.006992308142078813, 167.33728792195683)","(0.006361925188362685, 174.87248421033627)","(0.00608911530624696, 167.29888753808316)","(0.00809545382277956, 131.35407894817362)","(0.006380431352752401, 176.87030527663075)","(0.006810370436398906, 167.33048468517728)","(0.007612188566114119, 129.72430517070603)","(0.006185066607048106, 175.664673967663)","(0.008340967686914886, 128.8380406234009)","(0.006249027818055502, 180.87903892955845)","(0.007541431871767196, 137.88155628813647)","(0.0059483911696041215, 179.9018935390624)","(0.0075366397895048134, 131.03659786477277)","(0.007980458636059583, 131.08648751809)","(0.007576081023395818, 131.04930562195912)","(0.00684442359020314, 153.04219239691017)","(0.0018523753462605943, 939.9440472099834)","(0.0005576837727231128, 2737.7306019424104)","(0.0005941482354605115, 2902.9426765700246)","(0.0008745413710186199, 1778.1595016638505)","(0.0023073387230326072, 786.3454701863412)","(0.0017574724078236218, 1048.902195371838)","(0.002562642546514985, 719.4127382848778)","(0.0030929717624914683, 584.4670469708254)"
"(0.011599388215479033, 120.71579546821806)","(0.011150096158656123, 121.72278209370046)","(0.008041080922418856, 144.69351981824016)","(0.00711890421523828, 179.59920468711871)","(0.009150338658533427, 147.4157767617751)","(0.0075995161834112, 137.74364111438257)","(0.008004444839979833, 131.41347683716424)","(0.006734980195569874, 182.31386526588082)","(0.007223513485590364, 147.72584084918032)","(0.00711251272849178, 165.5910839676686)","(0.007131941173095017, 169.91559643937345)","(0.006994692192422303, 163.1403196217787)","(0.008200684870158079, 131.10246869477902)","(0.00793344457757007, 157.48252385535454)","(0.008486279250987359, 132.78364271158813)","(0.007132856270738797, 154.9613566754062)","(0.007771389713026378, 158.76948065195893)","(0.007964946469043305, 156.67202276981263)","(0.006980065835218561, 154.23148630339594)","(0.008484226537831123, 132.90919998642246)","(0.007255046183424543, 167.71535838339727)","(0.007648327398935341, 153.07595147484506)","(0.007558849088037911, 130.31945329996327)","(0.0072072405672235695, 162.24065626629007)","(0.00834229681989348, 125.55530999786002)","(0.007028497497288247, 172.0297161440155)","(0.007650779020184949, 133.60541035362286)","(0.007058608578036989, 164.56475034230945)","(0.0076001515975220564, 128.18782937749114)","(0.007791129049367216, 132.95991943690004)","(0.007545183008856672, 128.78049447410933)","(0.007551603134408121, 142.23563654474907)","(0.0005546138052175512, 3243.3395350341784)","(0.0007247945212989639, 2118.640417520233)","(0.000568693074321118, 3010.974039770912)","(0.0008486325948673266, 1738.554563061641)","(0.0019369788948589532, 949.7369269341932)","(0.0009704152627074832, 1773.1704276373243)","(0.000704178618486292, 2400.446904746475)","(0.0013193115791256189, 1251.9197645012146)"
"(0.008319545597557222, 153.90778044637935)","(0.00916773987667971, 135.55429395695242)","(0.006686519153900964, 162.52190740049636)","(0.0059377104950810045, 195.31384187201022)","(0.008072602862367889, 165.7810183711934)","(0.006869486064944564, 144.291193583349)","(0.0073277330245341684, 136.94906690507332)","(0.005762455144476479, 195.26133333460933)","(0.006674511032593785, 157.94041572074406)","(0.005785692053728993, 180.67889318108251)","(0.00579509335394504, 185.0885411997602)","(0.006203858208856917, 168.93113789126693)","(0.007426472263348924, 134.41426131230986)","(0.006992477851261779, 166.26050617297042)","(0.007582887808610933, 140.38137603066417)","(0.005892372712251953, 169.41857550227937)","(0.006454615384354726, 176.55452479000735)","(0.005912073563241238, 181.68843577644517)","(0.0058317978006658935, 164.6284904337568)","(0.00745575601653568, 137.8342155823796)","(0.006066851248889487, 181.15210927672834)","(0.006653528320476002, 167.84682120000446)","(0.007220184512864371, 132.2041862661421)","(0.005975458109341251, 174.95697153368718)","(0.008109182054299686, 128.14207644997464)","(0.006008023171837297, 185.8561389727072)","(0.00722072571522596, 137.83229205140654)","(0.0057275623163946365, 180.65143936928908)","(0.007264387925046823, 130.66244504933528)","(0.007151473133638109, 135.69893600594813)","(0.007060888357043849, 132.33284995474904)","(0.006543725088300728, 151.544676705519)","(0.0010882465597305466, 1590.4174313246262)","(0.0017336645268508897, 859.3155599861915)","(0.0009663159788121514, 1763.0397456400287)","(0.0002491499679000669, 6016.454877758016)","(0.0014153649703797016, 1277.430607502032)","(0.002587545487065523, 707.8878805989249)","(0.0031270836894239655, 585.9591663380065)","(0.001885571584877207, 952.1112413043045)"
"(0.008162436637240148, 161.03162668132234)","(0.009849906616759043, 133.51032294686348)","(0.006876347252583288, 172.9420778958164)","(0.0059768988523615256, 207.81547776496407)","(0.007552873903347486, 172.93154350960913)","(0.006685031276898964, 159.65658250152075)","(0.00738432829656612, 145.66853421364428)","(0.005708961962503415, 208.44922205542167)","(0.006746072408352521, 172.2278838268164)","(0.005645831104792519, 202.50658255096934)","(0.005535469285871246, 205.56058792409814)","(0.005767464078666773, 191.1648305677188)","(0.00782169956300201, 135.0318397962485)","(0.006702422195123552, 179.97228383550333)","(0.008050053341699255, 137.66006694824762)","(0.005913541911664271, 191.5594076658451)","(0.005879832909898692, 195.3477686239116)","(0.006019065023202294, 194.15664908911128)","(0.006118615662189847, 184.0805877589253)","(0.007865177505332326, 136.88991284267806)","(0.005736842906801353, 200.79536372011043)","(0.006459191990883457, 182.75360480900744)","(0.0074207224774746235, 135.27742146524116)","(0.005852479678020424, 195.61343644165817)","(0.008372579332538706, 128.96963337506048)","(0.005948254726374874, 202.18145169689606)","(0.007459455420241218, 146.84862194008568)","(0.00576283986301263, 200.99364475977632)","(0.007306140038808964, 138.75655375735258)","(0.008361761747760108, 137.279944009145)","(0.0072875047301516034, 137.23330988844666)","(0.006728282570286106, 163.33258951812252)","(0.0011116370146289757, 1519.9575905555362)","(0.0003749095350498838, 3622.197939733224)","(0.0018339927826424769, 952.7553807664664)","(0.0007574825847638241, 2173.199762586147)","(0.0008521250357830366, 2139.451188767615)","(0.001705349916524352, 1016.8165089805165)","(0.001278575583873985, 1337.0316311489387)","(0.001151689776053341, 1445.5626944437588)"
"(0.01146822063338645, 122.71017105429708)","(0.010958190652549053, 122.47442970913085)","(0.007888785716508225, 149.73137679221944)","(0.0068647275134507395, 183.1510879726933)","(0.007898755689569319, 160.79561747733663)","(0.0074022019685665245, 141.06990867194364)","(0.007758394286917801, 133.53118941272075)","(0.006805312269892963, 183.00315989219143)","(0.007342112523903497, 154.07036300466643)","(0.006717845128581969, 175.09959306355745)","(0.00668353429441128, 177.5575756520424)","(0.006888141157222643, 165.04169496864665)","(0.007899095097301403, 131.50150771817616)","(0.008948061422265362, 141.99530692592887)","(0.00850836639394752, 132.91817792455294)","(0.006863201828365231, 167.98704765313536)","(0.00748890189317376, 163.82173654863408)","(0.0073078863021254666, 169.39869817762695)","(0.0069192856331801045, 163.327750301636)","(0.008329005343543378, 131.51149672239313)","(0.006622226800520173, 176.32886178923945)","(0.007018476039291111, 163.3703125829076)","(0.007593909341477411, 128.95515297662865)","(0.006833487303938127, 170.81826397532055)","(0.008122202934735428, 125.41627837928587)","(0.00718677845515747, 173.22900965832406)","(0.007820657568126535, 136.0975621627335)","(0.006781721991895236, 174.4056188108499)","(0.007704854618571812, 130.4656545512948)","(0.008158565154295102, 130.50713600514953)","(0.007709441074336388, 129.47578536508126)","(0.007713922802200147, 145.2452664860785)","(0.0014343152716781479, 1218.3241261729427)","(0.0007226802631059735, 2230.459100547032)","(0.0016354280575177334, 1069.802300295171)","(0.00026278903247481405, 5581.402586880628)","(0.0023509027869285924, 778.3773330692284)","(0.0016729227032287158, 1022.5658011664844)","(0.002054719876967926, 815.7316128585566)","(0.0007325585494274111, 2260.1945442947963)"
"(0.009529720005324193, 141.53083866087277)","(0.010212830216406434, 129.08844422311572)","(0.008246780213011182, 149.06480196367477)","(0.006722407436743233, 190.98941046100043)","(0.010263896719599352, 135.2101012620858)","(0.007127743256862335, 143.98279913681495)","(0.008101329107041918, 136.28114858782837)","(0.0063682159388276935, 194.32302927246545)","(0.0076053379499263565, 158.13168387050166)","(0.006329153155857649, 181.39329243386368)","(0.006305700923441272, 184.47958691982498)","(0.006448201665231215, 174.42885736877614)","(0.007681924686224997, 130.43834253194424)","(0.007126943308063925, 165.63802401763127)","(0.007997785902788084, 135.14070217378736)","(0.006626001617015189, 168.49481766561502)","(0.006429843467086274, 178.4973366338631)","(0.006572768125796289, 176.82835590265236)","(0.006449412862769668, 167.2471423881071)","(0.007771086891247191, 131.25108163612106)","(0.006347795531163511, 184.69126361083352)","(0.007052892410401918, 165.9954317958834)","(0.007311394545095857, 129.78263040440066)","(0.0065360305988784555, 176.59248699717568)","(0.008190884346621212, 128.9308761970684)","(0.006270706799986607, 187.2409929888427)","(0.007892040092293457, 138.30337163989427)","(0.0065263079224824995, 180.3145459854967)","(0.0073707398506937345, 130.53432423842676)","(0.007712852128057592, 133.80494375561926)","(0.007267710225390768, 131.03580074489298)","(0.007264858419104635, 150.18866212028556)","(0.0007671643242236648, 2252.966620787541)","(0.0010348870452705214, 1321.7053746191752)","(0.001580844050924385, 1115.1270273037262)","(0.00038265799178068227, 3968.283752644167)","(0.0018222645917601624, 990.8856379429633)","(0.0020625021731799685, 827.440095744706)","(0.001862686846603055, 902.7095405707287)","(0.0027166114724919885, 608.7110718682833)"
"(0.00998193258231791, 137.2071842526459)","(0.01057843539110022, 125.7197096421181)","(0.006509563674255194, 161.63638232728712)","(0.005597114615517822, 204.78246002692524)","(0.005805335214874399, 183.26329040760123)","(0.006877076337995068, 145.8443644032071)","(0.007223659088659451, 135.82823607453628)","(0.0052483267182986204, 201.95519273229218)","(0.006101195665802972, 155.18975451952258)","(0.00561028575067005, 187.36481231890335)","(0.005688960241988958, 189.91217323082873)","(0.005992539461980312, 170.2766453288256)","(0.0074237350273629234, 131.63708569244378)","(0.0064978724941675186, 173.36665221399073)","(0.007660066767749863, 135.2762971534618)","(0.005602375348279689, 177.46529125147566)","(0.006694670666168286, 177.62168647353266)","(0.00620608550286553, 184.92228955469554)","(0.00560654535998274, 171.44068972765893)","(0.008139682464883388, 135.79480958162807)","(0.005741152631203459, 189.82106396032674)","(0.005766141862729814, 173.1764273204183)","(0.007247754157325114, 130.94750103300953)","(0.0057370136273559805, 182.78344719677813)","(0.007967166931229964, 126.50116165499492)","(0.005590151820099111, 193.45773463364552)","(0.006969786478413432, 135.11758718549078)","(0.005454258915359979, 187.37291962689366)","(0.007057760344063552, 132.33081811854086)","(0.007255948394175067, 130.89739168956856)","(0.007034061927650083, 130.3586166692703)","(0.006339498967935706, 151.70238880468978)","(0.001203865370137566, 1384.9160136735732)","(0.0013851061542389995, 1022.9048047441363)","(0.0007297588087210073, 2372.9631580449736)","(0.00027654729872209717, 5352.0005631423965)","(0.0019656864723289, 907.2485474848314)","(0.0013979781188866891, 1223.283428394736)","(0.0025188817418852084, 675.6636796732963)","(0.0026711846345293107, 613.9753559328399)"
